"SMILES_canonical","target_feature"
"CCNS(=O)(=O)c1ccc(NC(=S)N2CCCC2)cc1","0"
"COc1ccc(NC(=O)C2(C)Cc3c(-c4ccc(NC(C)=O)cc4)ccnc3O2)cc1OC","0"
"CCCN1CCCC(c2ccc(OS(=O)(=O)C(F)(F)F)cc2)C1","1"
"Cc1ccc(S(=O)(=O)N2CCCC(C(=O)NCCC3=CCCCC3)C2)cc1","0"
"CCOc1ccc(C2CC(c3cccc(Cl)c3)n3nc(N)nc3N2)cc1","0"
"CC1CN(C(=O)c2cc(COc3c(F)cccc3F)on2)CCN1C","0"
"Cc1ccc(-c2csc(NCCn3c(C(F)(F)F)nc4ccccc43)n2)cc1","0"
"CCn1cc(Cl)c(C(=O)Nc2ccc3c(c2)OCCO3)n1","0"
"Cc1onc(-c2ccccc2)c1C(=O)Nc1ccc(-c2nnc3n2CCCCC3)cc1","0"
"CN(C)c1ncnc2c1ccn2C1OC(CO)C(O)C1O","0"
"COc1ccccc1CN1CCN(C(=O)COc2ccccc2)CC1","0"
"COc1ccc2onc(N3CCN(CCCCNC(=O)c4ccc(-n5ccnc5)cc4)CC3)c2c1","1"
"COC(=O)c1ccccc1NC(=O)Nc1ccc2c(c1)OCO2","0"
"Cc1nnc(NC(=O)CCNC(=O)c2ccccc2Cl)s1","0"
"CCOC(=O)c1nccnc1C(=O)Nc1cccc(C(F)(F)F)c1","0"
"COc1cccc(CNC(=O)C2CCN(C(=O)c3cnn(-c4ccccc4)c3-n3cccc3)CC2)c1","0"
"CCCN1CCCC(c2cccc(S(=O)(=O)N(C)C)c2)C1","1"
"CCN(N=Nc1cccc([N+](=O)[O-])c1)c1cccc([N+](=O)[O-])c1","0"
"CCOC(=O)c1cc(-c2ccccc2)n(CC(=O)NC(C)(C)C)c1C","0"
"O=C(Nc1ccc2c(c1)OCO2)c1ccc(Cl)c(S(=O)(=O)N2CCOCC2)c1","0"
"Cc1c(C(=O)N2CCCCCC2)c(S(=O)(=O)Nc2ccc(F)cc2)c(C)n1C","0"
"O=C1c2ccc(F)cc2CC1CCN1CCCN(c2ccc(Cl)cc2)CC1","1"
"O=C(NCc1ccc2c(c1)CCN2C(=O)c1ccccc1)c1ccc(Br)o1","0"
"O=C(CCCCn1c(=O)c2ccccc2n(Cc2ccccc2F)c1=O)NCc1ccc2c(c1)OCO2","0"
"CCCN1CCOC2c3cc4c(O)nccc4cc3CCC21","1"
"O=Cc1cnn2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccc12","1"
"O=C1N(CCN2Cc3ccccc3C2)CCN1c1ccc2sccc2c1","1"
"Clc1cccc(N2CCN(Cc3c[nH]c4ccccc34)CC2)c1Cl","1"
"CCOC(=O)CSc1nccc(N(C)C)c1C#N","0"
"COc1ccccc1-c1nnc(SCCCN2CCc3ccc(-c4cc(C)on4)cc3CC2)n1C","1"
"CN1c2ccccc2Sc2cc(N)ccc21","1"
"CCC(C)C(NC(=O)C1CSc2c3ccccc3c(O)n21)C(=O)NCC1CCCO1","0"
"CC(=O)Nc1ccc(NC(=O)CCCN2C(=O)C(c3ccccc3)Oc3cccnc32)cc1","0"
"Cc1cc2nc(-c3ccc(NC(=O)C(C)C)cc3)oc2cc1C","0"
"CCCCC1CC1C(NC(=O)c1ccccc1)c1ccccc1C(F)(F)F","0"
"Cc1ccc(NC(=O)c2c(NC(=O)c3ccc(F)cc3)sc3c2CCCC3)cc1C","0"
"Clc1ccc(N2CCCN(CCCc3cc4ccccc4o3)CC2)cc1","1"
"CCOC(=O)c1nc2cc(C)nc(C)n2c1CN1CCN(c2ccccc2OC)CC1","1"
"CNC(=O)COc1ccc(Nc2nnc(-c3ccc(C)c(S(=O)(=O)NC(C)(C)C)c3)c3ccccc23)cc1","0"
"COc1ccccc1C=NNC(=O)CCn1cnc2ccccc21","0"
"N#Cc1nc(-c2cccs2)oc1NCc1ccccc1Cl","0"
"N=C1N=C(c2ccccc2)C(=NNc2cccc3ccccc23)S1","0"
"CCCCc1nc2ccccc2[nH]1","0"
"Cc1nc(SCC(=O)N(CC(C)C)C2C=S(O)(O)=CC2)c2c(C)c(C)sc2n1","0"
"c1ccc2nc3cc4[nH]cnc4cc3nc2c1","0"
"CC(C)C(=O)Nc1c2c(nn1-c1ccc([N+](=O)[O-])cc1)C=S(O)(O)=C2","0"
"O=C(C=Cc1ccc(Cl)c([N+](=O)[O-])c1)Nc1ccc(N2CCCC2)cc1","0"
"CCN1CCN(c2cc(C)c3cc(NC(=S)NCCCOC)ccc3n2)CC1","0"
"Cc1cc(C)c(NC(=O)CCN2C(=O)c3ccccc3Sc3ncccc32)c(C)c1","0"
"Cc1cccc(OCCNc2ccc(C(F)(F)F)cc2[N+](=O)[O-])c1","0"
"Nc1nnc(CC(=O)NN=Cc2ccc(-c3ccc(Cl)cc3Cl)o2)s1","0"
"Cc1cccc(-c2nnc(SC(C)C(=O)N3CCOCC3)o2)c1","0"
"OCc1ccccc1NC(=S)Nc1cccnc1","0"
"CC(=O)NS(=O)(=O)c1ccc(NC(=O)C=Cc2ccccc2Cl)cc1","0"
"Cc1nc2ccccc2nc(=O)c1NNc1ccccc1","0"
"COc1ccc(CN2CCN(CC3CC3)CC2CCO)c(C)c1C","0"
"O=C(O)CCC1(CCC(=O)O)c2ccccc2-c2ccccc21","0"
"COc1ccccc1CNC(=O)C[n+]1ccccc1","0"
"COc1ccc(-c2ccc(-c3nc4c(c(=O)[nH]c(=O)n4Cc4ccccc4)n3C)o2)c([N+](=O)[O-])c1","0"
"O=[N+]([O-])c1cccc(-c2nc(-c3ccccn3)no2)c1","0"
"Nc1nnc(SCc2ccc(Cl)cc2)s1","0"
"CC1=C(C(=O)Nc2c(C)cc(C)cc2C)C2(CCN(C(C)C)CC2)OC1=O","0"
"O=c1c(=Cc2cccnc2)sc2nc3ccccc3n12","0"
"CCOC(=O)c1ccc(NC(=O)C2CCCN(S(=O)(=O)c3ccc(F)cc3)C2)cc1","0"
"COCCN(C(=O)CCC(=O)Nc1cc(C)on1)C(C(=O)NC1CCCC1)c1ccccc1F","0"
"CCOC(=O)c1cnc(SCC)nc1O","0"
"COCCCNC(=S)NNC(=O)c1ccccn1","0"
"Cc1ccc(N2CN(Cc3cccnc3)CNC2=S)c(C)c1","0"
"CCC(CO)NC(=O)C1C=C2c3cccc4c3c(cn4C)CC2N(C)C1","1"
"Cc1cc(C)c2c(c1C)OC(=O)CC2=CN1CC(C)OC(C)C1","0"
"CN(CC(=O)Nc1ccc(Cl)cc1)C(=O)CCC1CCCC1","0"
"O=C(NN=Cc1ccccc1OCc1ccccc1Cl)c1cccnc1","0"
"COc1ccc(C(=O)NCC(c2ccccc2)N2CCCC2)cc1S(=O)(=O)N1CCOCC1","0"
"Oc1cc(C(O)NC2CC2)cn1-c1ccc(F)cc1","0"
"CC(=O)c1cc(F)c(N2CCN(C(=O)COc3ccccc3F)CC2)cc1C","0"
"CCCN(CCC)C1CCc2ccsc2C1","1"
"CC(=NNC(=O)CSc1nc(C)cc(C)n1)c1cccs1","0"
"O=C1c2ccccc2C(=O)N1CCCCN1CCN2c3ccccc3Cc3ccccc3C2C1","1"
"CCOc1ccc(CCNC(=O)Cn2c(=O)oc3ccccc32)cc1OCC","0"
"O=C(CC(=O)C1CCN(Cc2ccccc2)CC1)c1ccc(Cl)cc1","1"
"Cc1cc(C(=O)COC(=O)c2ccc([N+](=O)[O-])o2)c(C)n1CC1CCCO1","0"
"Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(OC(F)(F)F)c3)C2)n1C","1"
"Cc1ccc(-c2nc(C=S(O)CC(=O)NCCN3CCOCC3)c(C)o2)cc1","0"
"Cc1ccc(S(=O)(=O)N2CCCOC2CNC(=O)C(=O)NCc2ccco2)cc1","0"
"CCN(C(=O)COC(=O)Cc1cccc2ccccc12)C1C=S(O)(O)=CC1","0"
"COc1cccc(NC(=O)N2CCCC2C(=O)NCc2ccco2)c1","0"
"c1ccc(CN2CCN(Cc3coc(-c4ccccc4)n3)CC2)cc1","1"
"CCc1cc(Cl)c(O)c(C(=O)NCCN2CCN(c3ccccc3)CC2)c1OC","1"
"O=C(Nc1cc(Cl)cc(Cl)c1)c1ccno1","0"
"COc1ccccc1-c1c(-c2ccccc2)nn(-c2ccc(Br)cc2)c1C(O)N1CCOC1=O","0"
"S=C(NCc1ccco1)Nc1ccc(Oc2ccc(Cl)cc2)cc1","0"
"COc1ccc(NC(=S)Nn2cnnc2)c(OC)c1","0"
"c1ccc(N2CCN(CCC3CCC(Nc4ncccn4)CC3)CC2)cc1","1"
"O=C1N(CCN2C3CCCC2CC3)CCN1c1cccc(Cl)c1","1"
"O=C(CCCN1CC2CCC(C1)N2c1ccccc1)c1ccc(F)cc1","1"
"Cc1ccc2c(N3CCN(CCc4cccc(NC(=O)c5ccccc5)c4)CC3)cccc2n1","1"
"O=C(Nc1cccc(F)c1)Nc1cccc(Cl)c1","0"
"Oc1ccc(CC2CNC(=S)N2CCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1","0"
"Cc1ccc(S(=O)(=O)NCCNC(=O)c2nonc2N)cc1","0"
"Oc1nc2cc3c(cc2cc1CN(CCc1ccccc1)C(=S)NCCCN1CCOCC1)OCCO3","0"
"CCOc1c(C(=O)NCCN2CCN(c3ccccn3)CC2)cc(Br)c2ccccc12","1"
"Brc1ccc(CSc2ccc3nnc(-c4ccccn4)n3n2)cc1","0"
"COc1ccccc1N1CCN(Cc2cc(CN3CCOCC3)c3cccccc2-3)CC1","1"
"Nc1ccc(C(=O)C(=O)c2ccccc2)cc1","0"
"CC(C)CCn1c(=O)c2sccc2n2c(CCCC(=O)NC(C)C)nnc12","0"
"Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ccncc4)n2C)CC3)no1","1"
"Cc1cc(C)nc(N=C(N)Nc2ccc(S(=O)(=O)Nc3nccc(C)n3)cc2)n1","0"
"CCCN(CCN1CCN(c2cccc(Cl)c2Cl)CC1)C1CCc2c(O)cccc2C1","1"
"CCC1(c2ccccc2)NC(=O)N(CC(=O)NCc2ccc(C)cc2)C1=O","0"
"COc1ccc(CN2CCN(C(=O)C3CCN(S(=O)(=O)c4cccs4)CC3)CC2)c(OC)c1OC","0"
"OC1(c2ccc(Cl)cc2)CCN(CCc2c[nH]c3ccccc23)C1","1"
"O=C(c1cc2ccccc2oc1=O)N1CCN(Cc2ccc3c(c2)OCO3)CC1","0"
"COc1ccc(-n2nnc(-c3nc(-c4cccs4)no3)c2N)cc1","0"
"CC(=O)c1ccc(NC(=O)c2cnn3ccccc23)cc1","0"
"CCOc1ccc(OCCOc2ncnc3ccccc23)cc1","0"
"Cc1cccc(C)c1NC(=O)c1sccc1SCc1cccc(C(F)(F)F)c1","0"
"CC(NC(=O)c1ccccc1F)C(=O)N1CCC2(CC1)NCCc1[nH]cnc12","0"
"Oc1ccc2c(c1)C1OCCN(CCc3cccs3)C1CC2","1"
"CCCCCc1n[nH]c2c1CCCC2","0"
"Cc1nc(O)c(Cc2ccccc2Cl)nc1O","0"
"CCCn1c(C)nc2cc(Cl)c(N3CCN(c4nc(-c5ccc(C)cc5)cs4)CC3)cc21","0"
"CCOc1cc(CNc2ccc(N3CCCCC3)cc2)cc(Br)c1OCC(=O)NC(C)(C)C","0"
"O=C(COC(=O)C1CCN(c2ccc(C(F)(F)F)cn2)CC1)c1ccc(Cl)cc1","0"
"CCCCN1C(=O)NC(NC(C)=O)(C(F)(F)F)C1=O","0"
"Cc1ccc2c(N3CCN(CCc4cccc(N=S(C)(=O)O)c4)CC3)cccc2n1","1"
"CC(C)OP(=O)(OC(C)C)C(O)c1ccc(Br)cc1","0"
"CN(Cc1cccs1)C(=O)COc1cccc(-n2cnnn2)c1","0"
"Cc1ccc(OCCC(=O)Nc2cc(S(=O)(=O)N3CCOCC3)ccc2N2CCCC2)cc1","0"
"CN(C)CCCN1c2ccccc2Sc2ccccc21","1"
"COc1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1","0"
"COC(=O)C(Cc1ccccc1)NC(=O)OC1C(=O)c2ccc(OC)cc2OC1c1ccc2c(c1)OCO2","0"
"Cc1cccc(-n2c(C=Cc3c[nH]c4ccccc34)nc3ccccc3c2=O)c1","0"
"Cn1cccc1C(=O)C(=O)Nc1ccc(Cl)cc1","0"
"CCCN(CCC)C1CCn2c(CO)ccc2C1","1"
"O=C(Cn1c(O)c2c(c1O)C1C=CC2C1)NC1CCCc2ccccc21","0"
"CCCN1CCCC(c2cccc(O)c2)C1","1"
"O=S(=O)(O)CC(=Cc1ccc(Cl)cc1)c1cc[n+](CCO)cc1","0"
"COc1ccc(CCn2c(O)cc(NNc3ccc([N+](=O)[O-])cc3)c2O)cc1OC","0"
"Cc1cc(C)cc(OC=C2CC(=O)N3C(=N2)SC2=C3CCCC2)c1","0"
"COCCNC(=O)c1cc2n(n1)CCCN(Cc1ccc(C)cc1)C2=O","0"
"COc1ccccc1Nc1cc(C(=O)NC2CCC(C)CC2)c2ccccc2n1","0"
"COc1cccc(N2CCN(C(=O)C3C4C=CC5(CN(Cc6ccccc6Cl)C(=O)C35)O4)CC2)c1","0"
"CC1(C)OC(=O)C2C(=CC(CCOCc3ccccc3)OC2c2ccc(F)cc2)O1","0"
"COCCn1c(SCC(=O)Nc2ccc(F)cc2)nc2c([nH]c3ccccc32)c1=O","0"
"CCOC(=O)CN1C(=O)C(=Cc2cccc(Br)c2)Oc2ccccc21","0"
"COc1ccc(-n2nc(C)c3c(O)c4c(nc32)CCCC4)cc1","0"
"CCC(C)NC(=O)CSc1ccc(NC(C)=O)cc1","0"
"CCc1nc2ccc(C(=O)NCCOc3ccc(OC)cc3)cn2c1N(C)C(=O)Cc1ccccc1","0"
"N#Cc1ccc2[nH]c(CN3CCN(c4ccccc4)CC3)cc2c1","1"
"CC(=O)c1cccc(NC(=O)c2nc(-c3ccccc3)n(-c3cccc(C)c3)n2)c1","0"
"COCCn1cnc2c1c(=O)n(CC(=O)OCC(=O)NCC(F)(F)F)c(=O)n2Cc1ccccc1","0"
"Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(C(F)(F)F)cc5)C4)n3C)cccc2n1","1"
"O=C1OCCCC1=Cc1ccc2c(c1)OCO2","0"
"COc1c(C(=O)NCCN2CCN(c3ccccc3)CC2)cc2ccccc2c1Br","1"
"O=C(Nc1cccc(O)c1)c1ccccc1[N+](=O)[O-]","0"
"COc1ccc(CC2(CO)CCN(Cc3cccnc3)CC2)cc1","0"
"Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(CC7CC7)oc6cc5CC4)n3C)cccc2n1","1"
"Cc1cc(C(=O)Nc2ncn[nH]2)ccc1[N+](=O)[O-]","0"
"O=C(NCCNC1=NS(=O)(=O)c2ccccc21)c1ccccc1","0"
"CCOc1ccccc1N1CCN(CCCC2CC(c3ccc(OC)c(OC)c3)=NO2)CC1","1"
"COc1ccc(OC)c(NC(=O)CCNC(=O)Cn2ccc3ccccc3c2=O)c1","0"
"O=C(c1ccccc1)C1CCN(C(=O)C2CCC(=O)N(Cc3cccc(F)c3)C2)CC1","0"
"CCN(CC)CC(C)(C)NS(=O)(=O)c1ccc(Cl)cc1","0"
"COC(=O)c1ccc2cc(F)cc(C)c2n1","0"
"Cc1ccc2c(C)c(C(=O)N(Cc3ccc(N(C)C)cc3)Cc3ccco3)oc2c1C","0"
"Cc1ccc(NC(=O)Cn2cnc3c(NCc4ccccc4)ncnc32)cc1C","0"
"O=C(Cn1c(=O)cnc2ccccc21)Nc1ccccc1N1CCOCC1","0"
"COc1cc(CNC(C)(C)CO)ccc1OCC(=O)NC(C)(C)C","0"
"Cc1ccc2nc(Cl)c3nnnn3c2c1","0"
"Cc1ccc(S(=O)(=O)NCCc2nnc3ccc(SCc4cccc(F)c4)nn23)cc1","0"
"c1ccc(-c2csc3ncn4cnnc4c23)cc1","0"
"Cc1ccc(NC(=O)COC(=O)c2ccc(Cl)cc2)cc1S(=O)(=O)N(C)C","0"
"O=C(c1ccccc1)c1ccccc1OCCN1CCCC1","1"
"CCCC1c2c(c(O)n(-c3ccccc3)c2O)ON1c1ccccc1","0"
"CN1CC(=Cc2cccs2)C(=O)C(=Cc2cccs2)C1","0"
"Cc1cccc(-c2cccc(NC(=O)C3CCCN(C(=O)c4ocnc4C)C3)c2)c1","0"
"O=S(=O)(c1ccc(-c2ccon2)s1)N1CCN(c2ccncc2)CC1","0"
"NC(=NOC(=O)c1ccc(Cl)cc1)c1cc[nH]n1","0"
"Cc1ccc(-c2csc3ncn(-n4c(C)ccc4C)c(=O)c23)o1","0"
"O=C(NCCn1cc(SCc2cccc(F)c2)c2ccccc21)c1cccc(C(F)(F)F)c1","0"
"c1ccc(CCCNCCCOc2ccccc2)cc1","1"
"O=C(NC1CCN(Cc2ccc(Cl)c(Cl)c2)CC1)c1ccccc1","0"
"C#CCOC(=O)C(Cc1ccc(F)cc1)=NC(C)=O","0"
"O=[N+]([O-])c1ccc(N2CCCCC2)c(-c2nn[nH]n2)c1","0"
"Nc1cccc2c1C(=O)N(C(=O)C=Cc1cccc(F)c1)C2=O","0"
"CCc1nc2cc3c(c(C)c2o1)CCN(CCCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3","1"
"CC12C=CC(=O)CC1=C(F)CC1C3CCC(O)(C(O)C=O)C3(C)CC(O)C12F","0"
"Cc1ccc(C(=O)NCc2nnc(SCC(=O)Nc3sc4c(c3C#N)CCCC4)n2C)cc1","0"
"Cc1ccc(NC(=O)c2cnc(N3CCCCC3)c3ccccc23)cc1Cl","0"
"CC(=O)Oc1ccc(C2=NN(c3ccccc3)C(c3ccccc3)C2)cc1","0"
"Cc1ccc(C)c(C=CC(=O)C2C=CC=CC(=O)C2=O)c1","0"
"O=C(O)c1ccc2c(c1)N(Cc1cccc(F)c1)C(=O)CS2","0"
"CCCN1CCOC2c3cc(C(=O)OCC)ccc3CCC21","1"
"CCOC(=O)c1c(NC(=O)CSC(=S)N(C)C)sc(C)c1C","0"
"COc1ccccc1NC(=O)c1ccc(Cl)c(S(=O)(=O)N2CCOCC2)c1","0"
"CCOC(=O)C(C)Sc1nc(-c2ccccn2)ncc1OC","0"
"Cc1ccn2cc(-c3ccc(Br)cc3)nc2c1","0"
"COc1ccc(NC(=O)c2cccs2)cc1NC(=O)c1ccco1","0"
"Cc1c(C(=O)NCc2ccc(N(C)C)cc2)oc2c1-c1nn(Cc3cccc(Cl)c3)cc1CC2","0"
"Cc1ccc(N2CCN(CCC3CCC(NC(=O)C4CCCCC4)CC3)CC2)cc1C","1"
"C=CCN1CCC2c3cccc(OS(=O)(=O)C(F)(F)F)c3CCC21","1"
"O=C1c2cccc(OCC(=O)N3CCCc4ccccc43)c2CCN1Cc1ccc(F)cc1","0"
"CCn1c(=O)n(-c2ccc(F)c(Cl)c2)c(=O)c2sc3ccccc3c21","0"
"Cc1ccc(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)cn2C)cc1F","0"
"Cc1ccc(OCC(=O)N2CCN(C3CCC(c4ccccc4)CC3)CC2)cc1","0"
"CCCCN(CCCNC(=O)c1ccc(CS(=O)(=O)c2c(Cl)cccc2Cl)o1)Cc1ccccc1","0"
"CCCCS(=O)(=O)c1oc(-c2cccs2)nc1S(=O)(=O)c1ccccc1","0"
"CN(Cc1ccccc1)CC(O)COc1ccc(CNCCOc2cccnc2)cc1","1"
"COc1cc(CN(CC2CCCO2)C(=O)c2ccccc2F)cc(OC)c1OC","0"
"CC(C)SCC(=O)Nc1ncc2c(n1)-c1ccccc1CC2","0"
"ON=C(COc1ccccc1O)c1ccccc1","0"
"COc1ccc(NC(=O)COC(=O)Cn2c(O)c3c(c2O)CC=CC3)c([N+](=O)[O-])c1","0"
"CCn1nnc2cc(C(=O)Nc3ccc(C)c(Cl)c3)ccc21","0"
"Cc1c2cnn(CC(=O)NCCCN3CCCCC3)c(=O)c2c(C)n1Cc1ccccc1","0"
"Cc1cccc(-c2noc(CN(C(=O)c3ccc(Br)o3)C(C)C)n2)c1","0"
"OCCSc1c(O)nc2ccccc2c1O","0"
"O=C(CN(C(=O)c1csnn1)c1cccc(C(F)(F)F)c1)NC1CCCC1","0"
"Cc1cc(C(=O)NNC(=O)C=Cc2ccc(F)cc2)c(C)o1","0"
"Cn1c(CNC(=O)c2ccccc2F)nnc1SCC(=O)Nc1nnc(C2CC2)s1","0"
"Cc1ccc(S(=O)(=O)NNC(=O)c2cnn(-c3ccccc3)c2-n2cccc2)cc1","0"
"Cc1cccc(C)c1OP(C)(N)=O","0"
"COc1ccccc1NC(=O)COc1ccc(C=NNS(=O)(=O)c2ccc(C)cc2)cc1","0"
"O=C(CSC1=NC(=O)N(Cc2ccco2)C2=CCCC21)NCc1ccccc1","0"
"COc1cc2oc(=O)cc(-c3cccc(-c4cccc(C)c4)c3)c2c(OC)c1OC","0"
"CCN(CC)S(=O)(=O)c1ccc2nc(O)cc(C(=O)NCC3CCCO3)c2c1","0"
"C#Cc1c[nH]c(CN2CCN(c3ccccc3)CC2)c1","1"
"Cc1ccc(S(=O)(=O)N(Cc2nnc(S)n2-c2ccccc2)c2ccccc2)cc1","0"
"CS(=O)(=O)N(CC(=O)Nc1ccc2c(c1)OCO2)c1ccc2c(c1)OCO2","0"
"Cc1csc(NC(=O)c2ccc(C)c([N+](=O)[O-])c2)n1","0"
"COc1ccc2c(c1)CCN1Cc3ccccc3CC21","1"
"CCCN(CCC)C1Cc2cccc(O)c2CC1C","1"
"CC(=O)Nc1ccc(S(=O)(=O)NC2=NCN(CCO)CN2)cc1","0"
"Cc1cccc(C=NNC(=O)NC23CC4CC(CC(C4)C2)C3)n1","0"
"O=C(OCc1cnc(Cl)s1)c1cccs1","0"
"Cc1ccc(Cl)cc1NS(=O)(=O)c1cc2c3c(c1)cc(O)n3CCC2","0"
"CSc1cccc(NC(=O)C2CCN(C(=O)c3ccccc3C)CC2)c1","0"
"CCc1ccc2c(c1)c1nnc(NN)nc1n2CC","0"
"O=C(C1CCCO1)N1CCN(C(=S)Nc2cccc(F)c2)CC1","0"
"CCN1C(=O)C2SC(C)C=C2N=C1SCC(=O)Nc1nnc(C)s1","0"
"Cc1oc2c(c(C)cc3oc(=O)c(CC(=O)NCCc4ccccc4F)c(C)c32)c1C","0"
"Cc1ccc(-c2noc(CCC(=O)NCCCN3CCN(c4cccc(Cl)c4)CC3)n2)cc1","0"
"CCN(C(=O)COC(=O)C=Cc1ccc2c(c1)OCO2)C1C(=N)N(Cc2ccccc2)C(=O)NC1=O","0"
"COc1ccc(S(=O)(=O)N2CCC(C(=O)NC(C)C(=O)NCc3cccc(OC)c3)CC2)cc1","0"
"CN1CCc2cc(O)c(O)cc2C(c2ccccc2)C1","1"
"COc1ccc(C=NNC(=O)c2cccc([N+](=O)[O-])c2)cc1OC(=O)c1ccc(C)cc1","0"
"O=C(NNC(=S)NC1CC2C=CC1C2)c1ccncc1","0"
"CCCN(CC=CI)C1COc2ccc(O)cc2C1","1"
"Cc1ccccc1CNC(=O)Cc1csc2ccccc12","0"
"COc1cccc2c1CCC(N(C)C)C2","1"
"Cc1noc(C=CN(C)C)c1S(=O)(=O)N1CCC(C(=O)NC(C)C)CC1","0"
"O=C(NN1C(=O)N(c2ccccc2)C(=O)CC1C(=O)Nc1ccc(F)cc1)c1ccccc1","0"
"CC(=O)Oc1ccc(N(C(C)=O)S(=O)(=O)c2ccc3ccccc3c2)cc1","0"
"COCCCNc1nc2c(-c3ccc(C)cc3)nnn2c2ccccc12","0"
"C=CCOc1ccc(C=CC(=O)OCC(=O)N(C)CC(=O)Nc2ccccc2Cl)cc1","0"
"O=C(Nc1ccc(F)c(Cl)c1)c1ccc2sc(C3CC(O)C(CO)O3)nc2c1","0"
"CCC1=NN(C(=O)c2ccccc2Br)C(O)(c2ccc(Br)cc2)C1","0"
"O=S(=O)(Nc1ccc(C23CNCC2C3)cc1)c1ccc(C(F)(F)F)cc1","1"
"COc1ccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)cc1","1"
"COc1ccc(C(=O)NC2CCN(S(=O)(=O)c3ccccc3)CC2)cc1","0"
"CCC(=O)Nc1cc2c(cc1C(=O)CC)OCCO2","0"
"CC(=O)c1ccc(-c2ccc(C(=O)N3CCCc4ccccc43)o2)cc1","0"
"COc1ccc2cnnc(SCC(=O)Nc3ccc(C(C)=O)cc3)c2c1OC","0"
"O=C(Nc1ccc(OC(F)(F)F)cc1)NC1COc2ccccc2C1","0"
"Cn1c(=O)c2c(nc(SCC(=O)NCC3CCCO3)n2C)n(C)c1=O","0"
"CCN(CC)S(=O)(=O)c1ccc(S(=O)(=O)N2CCCC(C(=O)NC3CC3)C2)cc1","0"
"O=C(Nc1ccc(N2CCOCC2)cc1)c1cccc(S(=O)(=O)N2CCCCC2)c1","0"
"O=C(NCc1ccc(F)cc1)c1cnccn1","0"
"O=C(CN1C(=O)COc2ccc(S(=O)(=O)N3CCCCCC3)cc21)NCCc1ccccc1","0"
"CCN(CC(=O)Nc1c(F)cccc1F)C(=O)c1cc([N+](=O)[O-])ccc1N1CCCCC1","0"
"CSCCNC(=O)c1ccc2nc(Cc3ccccc3F)oc2c1","0"
"CC(O)C1NC(=O)C(CCCCN)NC(=O)c2cc([N+](=O)[O-])cc(I)c2NCCCC(C(N)=O)NC1=O","0"
